Ticker,Sector,Sub Industry,Name,Price,Dividend Yield,Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
AOS,Industrials,Building Products,A. O. Smith Corp.,41.98,0.021608643457382,5662.734,18.76,0.402180713200465,0.690409376941755
APA,Energy,Oil & Gas Exploration & Production,Apache Corp.,12.06,0.088652482269503,4257.27504,-1.28,-0.106104173077127,1.84937017121872
APD,Materials,Industrial Gases,"Air Products & Chemicals, Inc.",223.35,0.021687289088863,49085.02375,25.19,0.543545677007567,1.0777571927975
APH,Information Technology,Electronic Components,Amphenol Corp.,83.92,0.011461988304093,25298.937,22.08,0.257799757983901,1.05872935672241
APTV,Consumer Discretionary,Auto Parts & Equipment,Aptiv Plc,64.27,0.01338403041825,16780.64925,16.67,0.228298656151092,1.43130883729207
ARE,Real Estate,Office REITs,"Alexandria Real Estate Equities, Inc.",149.58,0.026889197960129,19054.18305,70.29,1.90780508434754,1.03563241261173
ARNC,Industrials,Aerospace & Defense,Arconic Corp.,8.88,0.009356725146198,932.12955,N/A,N/A,0.466794526846461
ATO,Utilities,Gas Utilities,Atmos Energy Corp.,100.75,0.021478521478521,12242.9307,22.54,0.480941302791697,0.885486825088816
ATVI,Communication Services,Interactive Home Entertainment,"Activision Blizzard, Inc.",66.71,0.005716934487021,49858.28168,33.95,0.188333503003156,0.720114006871459
AVB,Real Estate,Residential REITs,"AvalonBay Communities, Inc.",158.16,0.038374147942438,22298.0534,28.05,1.07826272013053,1.0192585501215
AVGO,Information Technology,Semiconductors,"Broadcom, Inc.",262.31,0.043126684636118,103825.7227,41.11,1.75578861559203,1.31752775740917
AVY,Materials,Paper Packaging,Avery Dennison Corp.,106.92,0.021467567317479,9001.79872,15.31,0.332244944721315,1.07495019234303
AWK,Utilities,Water Utilities,"American Water Works Co., Inc.",121.46,0.016778523489932,21577.584,35.44,0.583532707008228,0.885962531979789
AXP,Financials,Consumer Finance,American Express Co.,86.38,0.019021739130434,71095.12704,13.06,0.253975932756848,1.4751449653222
AZO,Consumer Discretionary,Specialty Stores,"AutoZone, Inc.",1009.94,N/A,23222.3964,15.1,N/A,0.957894293672777
BA,Industrials,Aerospace & Defense,The Boeing Co.,131.46,0.061633050910999,75264.02525,-21.73,-1.35872260240008,1.58116851782735
BAC,Financials,Diversified Banks,Bank of America Corp.,22.93,0.029896013864818,200230.3092,9.31,0.280123416693732,1.43553972908585
BAX,Health Care,Health Care Equipment,"Baxter International, Inc.",87.27,0.010018214936247,44696.15424,43.55,0.439121756487026,0.828200786262003
BBY,Consumer Discretionary,Computer & Electronics Retail,"Best Buy Co., Inc.",74.36,0.027677830058123,18607.16678,12.68,0.341110656296903,1.25342713683704
BDX,Health Care,Health Care Equipment,"Becton, Dickinson & Co.",255.27,0.012307936633977,71247.72625,92.65,1.12510434435452,0.676490642315363
BEN,Financials,Asset Management & Custody Banks,"Franklin Resources, Inc.",18.33,0.058790904048807,8930.36718,9.38,0.54261581776299,1.08231566647158
BF.B,Consumer Staples,Distillers & Vintners,Brown-Forman Corp.,62.03,0.011017699115044,29176.1028,34.52,0.374186007680748,0.861995172468364
BIIB,Health Care,Biotechnology,"Biogen, Inc.",296.63,N/A,47828.47783,9.14,N/A,0.87036419855047
BK,Financials,Asset Management & Custody Banks,The Bank of New York Mellon Corp.,35.54,0.033611111111111,31861.836,7.63,0.259634366148828,1.11271466330433
BKNG,Consumer Discretionary,Internet & Direct Marketing Retail,"Booking Holdings, Inc.",1412.915,N/A,59299.264458,12.43,N/A,1.05122097996708
BKR,Energy,Oil & Gas Equipment & Services,Baker Hughes Co.,13.97,0.052554744525547,14138.8795,-0.9,-0.0465245513934749,1.44296609877133
BLK,Financials,Asset Management & Custody Banks,"BlackRock, Inc.",481.51,0.027945307336417,75086.43776,17.68,0.496675978576489,1.28354503808647
BLL,Materials,Metal & Glass Containers,Ball Corp.,66.15,0.008382868465172,21374.75385,38.72,0.32197634937361,0.792523234788115
BMY,Health Care,Health Care Distributors,Bristol-Myers Squibb Co.,60.17,0.027879190175904,136335.8396,27.35,0.763532245602872,0.638354126891243
BR,Information Technology,Data Processing & Outsourced Services,"Broadridge Financial Solutions, Inc.",113.85,0.018131965328144,12979.62718,31.16,0.561044363556747,0.854474273284692
BRK.B,Financials,Multi-Sector Holdings,"Berkshire Hathaway, Inc.",177.95,N/A,444043.3695,5.35,N/A,0.923232308701658
BSX,Health Care,Health Care Equipment,Boston Scientific Corp.,35.83,N/A,50357.208,11.65,N/A,1.02381754341702
BWA,Consumer Discretionary,Auto Parts & Equipment,"BorgWarner, Inc.",27.02,0.025036818851251,5614.08064,7.46,0.187751946545916,1.0087734065376
BXP,Real Estate,Office REITs,"Boston Properties, Inc.",89.67,0.041536640482083,14433.42295,15.25,0.656473749553564,1.09144424947071
C,Financials,Diversified Banks,"Citigroup, Inc.",45.12,0.043497363796133,94772.64,6.22,0.273103448275862,1.61815123004036
CAG,Consumer Staples,Packaged Foods & Meats,"Conagra Brands, Inc.",33.42,0.025540865384615,16209.88928,21.27,0.541056651814131,0.428670131304486
CAH,Health Care,Health Care Distributors,"Cardinal Health, Inc.",47.02,0.0404808097849,13836.39728,-3.3,-0.134891467039569,0.940455813340678
CARR,Industrials,Building Products,Carrier Global Corp.,16.4,N/A,14525.48643,N/A,N/A,-1.75046616971297
CAT,Industrials,Construction Machinery & Heavy Trucks,"Caterpillar, Inc.",107.72,0.035624098124098,60012.58032,11.31,0.414567590260285,1.01984764096332
CB,Financials,Property & Casualty Insurance,Chubb Ltd.,99.34,0.029530465597007,45853.35763,12.31,0.371903900032232,1.02860065347634
CBOE,Financials,Financial Exchanges & Data,"Cboe Global Markets, Inc.",94.45,0.014785661099882,10314.7772,24.04,0.353734571828477,0.7712663164924
CBRE,Real Estate,Real Estate Services,"CBRE Group, Inc.",39.39,N/A,13346.9415,10.3,N/A,1.2694498191412
CCI,Real Estate,Specialized REITs,Crown Castle International Corp.,157.73,0.029729556933699,65183.71109,82.12,2.42099234654032,0.924349328269162
CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Carnival Corp.,14.34,0.143575017946877,7350.28987,5.29,0.737762366741673,1.81899640936226
CDNS,Information Technology,Application Software,"Cadence Design Systems, Inc.",77.6,N/A,21173.54208,21.38,N/A,1.20251323839638
CDW,Information Technology,Technology Distributors,CDW Corp.,108.16,0.011842351619546,15195.99956,21.3,0.249079488845571,1.19624246824838
CE,Materials,Specialty Chemicals,Celanese Corp.,77.84,0.031269701172613,9376.74199,12.98,0.413533207717063,1.25185227513368
CERN,Health Care,Health Care Technology,Cerner Corp.,67.11,0.010792984560035,20303.12179,41.16,0.441934691873312,0.6359969446978
CF,Materials,Fertilizers & Agricultural Chemicals,"CF Industries Holdings, Inc.",26.28,0.045095828635851,5689.13817,11.77,0.537513997760358,1.2100985732027
CFG,Financials,Regional Banks,"Citizens Financial Group, Inc. (Rhode Island)",21.2,0.066760037348272,9137.49354,7.24,0.488204567956027,1.5796351271847
CHD,Consumer Staples,Household Products,"Church & Dwight Co., Inc.",71.93,0.012952822240943,17512.49946,26.41,0.338681254130259,0.5350513909416
CHRW,Industrials,Air Freight & Logistics,"C.H. Robinson Worldwide, Inc.",69.92,0.0285189891289,9302.8122,19.34,0.558643767803313,0.500493255918149
CHTR,Communication Services,Cable & Satellite,"Charter Communications, Inc.",515.74,N/A,107012.16915,61.08,N/A,0.77264369401457
CI,Health Care,Managed Health Care,Cigna Corp.,184.61,0.000213800844513,69582.5128,N/A,N/A,1.2538420526699
CINF,Financials,Property & Casualty Insurance,Cincinnati Financial Corp.,60.135,0.03740771123872,9800.8819,141.88,5.37862703467799,1.19422587139019
CL,Consumer Staples,Household Products,Colgate-Palmolive Co.,69.48,0.025244418502845,58760.84291,23.65,0.588815901432899,0.719563472090341
CLX,Consumer Staples,Household Products,The Clorox Co.,199.27,0.022001971874837,24108.021,28.84,0.613718934097587,0.334387376472181
CMA,Financials,Diversified Banks,"Comerica, Inc.",32.15,0.081937252512945,4564.51905,6.02,0.503292920221524,1.43348070972198
CMCSA,Communication Services,Cable & Satellite,Comcast Corp.,36.225,0.023255813953488,168782.428788,14.15,0.336029383034423,0.918021352018803
CME,Financials,Financial Exchanges & Data,"CME Group, Inc.",172.61,0.017852001151742,62249.3574,25.85,0.464315135175616,0.978681575614573
CMG,Consumer Discretionary,Restaurants,"Chipotle Mexican Grill, Inc.",875,N/A,24402.131244,71.78,N/A,0.90880884958726
CMI,Industrials,Industrial Machinery,"Cummins, Inc.",153.96,0.032223845518643,23225.01818,11.25,0.37080622761494,1.00425012261452
CMS,Utilities,Multi-Utilities,CMS Energy Corp.,56.74,0.027792672028596,16014.06495,22.61,0.619694735583629,0.798889129864019
CNC,Health Care,Managed Health Care,Centene Corp.,65.86,N/A,37626.01113,32.66,N/A,1.17449453359505
CNP,Utilities,Multi-Utilities,"CenterPoint Energy, Inc.",16.36,0.069866342648845,8273.0429,12.19,0.856674612634088,1.29324596675204
COF,Financials,Consumer Finance,Capital One Financial Corp.,61.59,0.025982461838259,28037.374,12.04,0.312707657428761,1.61421813893236
COG,Energy,Oil & Gas Exploration & Production,Cabot Oil & Gas Corp.,20.26,0.018793273986152,8059.1865,17.67,0.331472435450105,0.801880559003862
COO,Health Care,Health Care Supplies,"The Cooper Cos., Inc.",287.09,0.000214048731761,14949.044424,31.25,0.00653082549634274,0.883938553919346
COP,Energy,Oil & Gas Exploration & Production,ConocoPhillips,40.36,0.037046499744506,42148.3004,12.56,0.451193328562093,1.4237561557781
COST,Consumer Staples,Hypermarkets & Super Centers,Costco Wholesale Corp.,304.72,0.008611552729199,133321.8336,35.52,0.303337883401584,0.651440798654217
COTY,Consumer Staples,Personal Products,"Coty, Inc.",5.33,0.096525096525096,3940.18772,-1.44,-0.135189941868325,1.2853109872715
CPB,Consumer Staples,Packaged Foods & Meats,Campbell Soup Co.,50.78,0.02777226740726,15210.96545,30.12,0.830515512843329,0.403760567398662
CPRI,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Capri Holdings Ltd.,13.88,N/A,2085.1354,6.03,N/A,1.68154920294018
CPRT,Industrials,Diversified Support Services,"Copart, Inc.",77.99,N/A,18357.52775,24.5,N/A,1.02126251506341
CRM,Information Technology,Application Software,"salesforce.com, inc.",161.47,N/A,139951.15,725.06,N/A,1.0504365461962
CSCO,Information Technology,Communications Equipment,"Cisco Systems, Inc.",41.395,0.034213098729227,173536.8096,15.98,0.540874671611806,1.05736920681208
CSX,Industrials,Railroads,CSX Corp.,63.64,0.015076923076923,49755.29,15.35,0.236047883999326,1.20187276592364
CTAS,Industrials,Diversified Support Services,Cintas Corp.,209.62,0.009678485435059,22038.8305,22.98,0.224701858996843,1.19691261695217
CTL,Communication Services,Alternative Carriers,"CenturyLink, Inc.",10.03,0.098328416912487,11165.643,-2.03,-0.202757502027575,1.08166433392594
CTSH,Information Technology,IT Consulting & Other Services,Cognizant Technology Solutions Corp.,56.46,0.014159292035398,30997.9905,17.11,0.242799477981122,1.1715856146624
CTVA,Materials,Fertilizers & Agricultural Chemicals,"Corteva, Inc.",25.42,0.015300117693213,19099.22367,-18.36,-0.281608780417359,0.048039265016679
CTXS,Information Technology,Application Software,"Citrix Systems, Inc.",146.29,0.009819048954972,17601.64358,N/A,N/A,0.5552095011114
CVS,Health Care,Health Care Services,CVS Health Corp.,59.95,0.033500837520938,77943.723,11.77,0.392595646114285,0.844485120910928
CVX,Energy,Integrated Oil & Gas,Chevron Corp.,91.44,0.054338103756708,166982.6912,44.55,2.36761338724607,1.33590004989812
CXO,Energy,Oil & Gas Exploration & Production,"Concho Resources, Inc.",57.72,0.010135730653974,11159.18811,-1.21,-0.0120845032533584,1.30640248767343
D,Utilities,Electric Utilities,"Dominion Energy, Inc.",75.8,0.048538553101441,63361.18,46.79,2.26543209876543,1.01103637238179
DAL,Industrials,Airlines,"Delta Air Lines, Inc.",22.57,0.064572968490878,15384.60432,4.17,0.288009911609157,1.21886582892786
DD,Materials,Specialty Chemicals,"DuPont de Nemours, Inc.",44.72,0.047925449301087,33072.14065,67.32,3.25154297757038,1.1921126947992
DE,Industrials,Agricultural & Farm Machinery,Deere & Co.,132.94,0.021998697445545,43339.1478,12.84,0.293549633062959,1.12974958698394
DFS,Financials,Consumer Finance,Discover Financial Services,41.37,0.041576021271452,12671.67237,6.18,0.257138585737778,1.86621542597609
DG,Consumer Discretionary,General Merchandise Stores,Dollar General Corp.,175.44,0.007398843930635,43512.095,26.25,0.191519286590658,0.560886424606631
DGX,Health Care,Health Care Services,"Quest Diagnostics, Inc.",107.28,0.0197592133076,14548.00581,18.25,0.365727116539371,0.82765739783904
DHI,Consumer Discretionary,Homebuilding,"D.R. Horton, Inc.",46.13,0.013966480446927,16919.05852,8.99,0.126639000915697,1.09518571874738
DHR,Health Care,Health Care Equipment,Danaher Corp.,161.12,0.004229644834235,112039.80915,46.36,0.195655301395483,0.836001366810461
DIS,Communication Services,Movies & Entertainment,The Walt Disney Co.,103.18,0.016682464454976,190473.92,16.4,0.279733617305339,1.04209386914022
DISCA,Communication Services,Broadcasting,"Discovery, Inc.",21.855,N/A,11288.37974,6.32,N/A,0.924711233947619
DISCK,Communication Services,Broadcasting,"Discovery, Inc.",19.905,N/A,10178.81588,5.76,N/A,0.908781826262831
DISH,Communication Services,Cable & Satellite,DISH Network Corp.,23.6,N/A,12547.99848,8.11,N/A,1.43890975441275
DLR,Real Estate,Specialized REITs,"Digital Realty Trust, Inc.",145.77,0.029605263157894,37833.99168,61.69,1.82826188158619,0.877455872864914
DLTR,Consumer Discretionary,General Merchandise Stores,"Dollar Tree, Inc.",77.79,N/A,18359.30709,22.33,N/A,0.773476323226404
DOV,Industrials,Industrial Machinery,Dover Corp.,90.64,0.021318465070514,13166.83209,17.56,0.377804471654977,1.22779041987326
DOW,Materials,Commodity Chemicals,"Dow, Inc.",33.06,0.08252284114353,25133.00283,-14.53,-1.23066104078762,1.37439612182045
DRE,Real Estate,Industrial REITs,Duke Realty Corp.,32.81,0.027027027027027,12366.6876,29.66,0.813596094738745,1.14403030914535
DRI,Consumer Discretionary,Restaurants,"Darden Restaurants, Inc.",70.62,0.048532569792412,9072.04815,13.59,0.652550529355149,1.59260604953629
DTE,Utilities,Multi-Utilities,DTE Energy Co.,100.83,0.038885578069129,19392.17616,17.1,0.663795588260228,1.10409788190333
DUK,Utilities,Electric Utilities,Duke Energy Corp.,82.63,0.045317037754114,60660.15656,16.24,0.735944347279266,0.968804912309812
DVA,Health Care,Health Care Facilities,"DaVita, Inc.",75.12,N/A,9319.37706,13.94,N/A,0.845368398297142
DVN,Energy,Oil & Gas Exploration & Production,Devon Energy Corp.,11.42,0.032286995515695,4267.58445,-12.17,-0.383549968037503,1.64689838510371
DXC,Information Technology,IT Consulting & Other Services,DXC Technology Co.,16.59,0.048838594401429,4259.97559,-2.66,-0.131439746096881,1.93624325926502
EA,Communication Services,Interactive Home Entertainment,"Electronic Arts, Inc.",116.79,N/A,32811.37398,12.22,N/A,0.664236408336107
EBAY,Consumer Discretionary,Internet & Direct Marketing Retail,"eBay, Inc.",39.77,0.014777070063694,27508.48025,6.57,0.0956511700776753,0.70623493147785
ECL,Materials,Specialty Chemicals,"Ecolab, Inc.",191.52,0.00978947368421,54941.54,35.7,0.346736759689055,1.12916986024559
ED,Utilities,Electric Utilities,"Consolidated Edison, Inc.",77.06,0.038317152103559,25799.646,18.85,0.723928781060458,0.714843588351682
EFX,Industrials,Research & Consulting Services,"Equifax, Inc.",141.71,0.011313365726303,16737.77765,63.62,0.7003367003367,0.941099847512709
EIX,Utilities,Electric Utilities,Edison International,56.33,0.044891362901777,20246.71209,16.27,0.722292846411649,0.99246208660232
EL,Consumer Staples,Personal Products,"The Estée Lauder Companies, Inc.",174.38,0.01054827866002,61692.44118,48.3,0.50415512465374,0.989318237544455
EMN,Materials,Diversified Chemicals,Eastman Chemical Co.,60.65,0.042652449183605,8156.35788,10.27,0.433523564376556,1.17476483717841
EMR,Industrials,Electrical Components & Equipment,Emerson Electric Co.,54.29,0.03680981595092,32138.18025,15.36,0.560018101595203,1.23731238737234
EOG,Energy,Oil & Gas Exploration & Production,"EOG Resources, Inc.",46.74,0.024287637424276,25942.19135,9.87,0.228640827964938,1.23724174068385
EQIX,Real Estate,Specialized REITs,"Equinix, Inc.",675.58,0.014667958560035,57644.12795,112.16,1.63262597269002,0.928623425919486
EQR,Real Estate,Residential REITs,Equity Residential,62.5,0.036430749478414,23185.80024,23.48,0.852678236045376,0.947156398740586
ES,Utilities,Multi-Utilities,Eversource Energy,80.8,0.02679353950169,26383.61684,28.6,0.757468497805465,0.933644763451097
ESS,Real Estate,Residential REITs,"Essex Property Trust, Inc.",242.29,0.032937798234871,15672.32261,36.32,1.16925752147386,0.992252471907702
ETFC,Financials,Investment Banking & Brokerage,E*TRADE Financial Corp.,39.22,0.01419878296146,8717.50208,11.3,0.161536908298959,1.59522268632348
ETN,Industrials,Electrical Components & Equipment,Eaton Corp. Plc,79.32,0.034848300231509,32828,15.51,0.559074204394401,1.33238992562941
ETR,Utilities,Electric Utilities,Entergy Corp.,95.42,0.039115100993908,18790.35312,15.06,0.577533018793493,1.0575550452586
EVRG,Utilities,Electric Utilities,"Evergy, Inc.",56.63,0.034513590844062,12674.88312,20.13,0.685978318819975,1.12967619659937
EW,Health Care,Health Care Equipment,Edwards Lifesciences Corp.,206.94,N/A,43238.15815,38.95,N/A,0.944455576169713
EXC,Utilities,Multi-Utilities,Exelon Corp.,35.425,0.040502793296089,34866.694,11.74,0.480275578814879,1.17067744775729
EXPD,Industrials,Air Freight & Logistics,"Expeditors International of Washington, Inc.",71.45,0.014013452914798,11987.69504,20.67,0.289435600578871,0.778589687498387
EXPE,Consumer Discretionary,Internet & Direct Marketing Retail,"Expedia Group, Inc.",66.935,0.019616584930896,9486.641905,17.48,0.344234079173838,1.15924761019636
EXR,Real Estate,Specialized REITs,"Extra Space Storage, Inc.",85.3,0.040844424047728,11803.10069,26.09,1.08868501529052,0.608666751677615
F,Consumer Discretionary,Automobile Manufacturers,Ford Motor Co.,4.86,0.121951219512195,19567.7748,-6.36,-0.785751702462022,1.07220410832693
FANG,Energy,Oil & Gas Exploration & Production,"Diamondback Energy, Inc.",42.545,0.017068023833167,6356.82848,30.41,0.491738788355626,1.39858232801778
FAST,Industrials,Building Products,Fastenal Co.,35.865,0.025350140056022,20449.6383,25.72,0.649397244546498,1.00758862591945
FB,Communication Services,Interactive Media & Services,"Facebook, Inc.",205.61,N/A,576378.4785,27.94,N/A,0.996163914389197
FBHS,Industrials,Building Products,"Fortune Brands Home & Security, Inc.",51.11,0.017475728155339,7194.859,15.63,0.275313551544815,1.28125477049572
FCX,Materials,Copper,"Freeport-McMoRan, Inc.",8.7,0.0177304964539,12283.5816,-16.43,-0.283232628398791,1.60200388523251
FDX,Industrials,Air Freight & Logistics,FedEx Corp.,115.85,0.021996615905245,30879.75,-86.74,-1.94669062593591,1.10967302753027
FE,Utilities,Electric Utilities,FirstEnergy Corp.,41.19,0.037463271302644,22125.23336,41.31,1.5346038114343,1.07162051929653
FFIV,Information Technology,Communications Equipment,"F5 Networks, Inc.",135.38,N/A,8203.1037,24.01,N/A,0.810688631585733
FIS,Information Technology,Data Processing & Outsourced Services,"Fidelity National Information Services, Inc.",128.58,0.010828370330265,79867.21673,131.93,1.43648676380053,1.18096590943981
FISV,Information Technology,Data Processing & Outsourced Services,"Fiserv, Inc.",101.69,N/A,67802.684,55.05,N/A,1.19135368336748
FITB,Financials,Regional Banks,Fifth Third Bancorp,17.615,0.05571187394485,12639.90762,7.64,0.428682774746687,1.6017567776954
FLIR,Information Technology,Electronic Equipment & Instruments,"FLIR Systems, Inc.",41.75,0.015873015873015,5760.09504,32.91,0.535897233824573,0.890965335567047
FLS,Industrials,Industrial Machinery,Flowserve Corp.,26.89,0.028625235404896,3454.50015,13.88,0.392278311138639,1.20850521644223
FLT,Information Technology,Data Processing & Outsourced Services,"FleetCor Technologies, Inc.",231.75,N/A,19890.43407,22.38,N/A,1.15700094650936
FMC,Materials,Fertilizers & Agricultural Chemicals,FMC Corp.,89.64,0.018238434163701,11639.33472,24.25,0.443746956004113,1.2525086925973
FOX,Communication Services,Movies & Entertainment,Fox Corp.,24.615,0.018385291766586,15182.96166,8.59,0.160396108650929,0.931442215657955
FOXA,Communication Services,Movies & Entertainment,Fox Corp.,24.98,0.018088871411718,15431.76319,8.72,0.160396108650929,0.919489375691782
FRC,Financials,Regional Banks,"First Republic Bank (San Francisco, California)",99,0.007555423004274,17229.85992,19.14,0.146930884485259,1.08118650319399
FRT,Real Estate,Retail REITs,Federal Realty Investment Trust,77.54,0.052792654934965,5742.867869,16.84,0.899237602901887,1.08183886554963
FTI,Energy,Oil & Gas Equipment & Services,TechnipFMC Plc,7.96,0.062877871825876,3700.38669,-0.63,-0.0408637978185019,1.50645092292398
FTNT,Information Technology,Systems Software,"Fortinet, Inc.",105.715,N/A,18000.2151,55.4,N/A,1.06797789574473
FTV,Industrials,Industrial Machinery,Fortive Corp.,61,0.004609053497942,20464.002,37.45,0.171905697445973,1.05892300705536
GD,Industrials,Aerospace & Defense,General Dynamics Corp.,124.78,0.032550860719874,36661.347,10.45,0.348280365694384,0.939612130733738
GE,Industrials,Industrial Conglomerates,General Electric Co.,6.21,0.006153846153846,56856.085,9.33,0.0600781015319916,1.28280319466276
GILD,Health Care,Biotechnology,"Gilead Sciences, Inc.",80.25,0.032145090681676,100658.649,20.48,0.655712609072817,0.547822037276292
GIS,Consumer Staples,Packaged Foods & Meats,"General Mills, Inc.",59.73,0.032896945283652,36113.76162,17.03,0.558914109729668,0.435740885163676
GL,Financials,Life & Health Insurance,"Globe Life, Inc.",78.56,0.008813601700212,8590.68603,11.5,0.103201440428615,1.29302174507874
GLW,Information Technology,Electronic Components,"Corning, Inc.",20.39,0.039690222652468,15680.94,59.72,2.40187463386057,1.32236517903305
GM,Consumer Discretionary,Automobile Manufacturers,General Motors Co.,20.75,0.072727272727272,29934.652,4.48,0.328322101261448,1.29071799971631
GOOG,Communication Services,Interactive Media & Services,"Alphabet, Inc.",1327.06,N/A,901474.12601,26.54,N/A,0.972703027625971
GOOGL,Communication Services,Interactive Media & Services,"Alphabet, Inc.",1324.31,N/A,899228.307884,26.47,N/A,0.981420938394044
GPC,Consumer Discretionary,Specialty Stores,Genuine Parts Co.,75.63,0.040563904774571,10931.27258,17.76,0.716265088535062,1.16742215720241
GPN,Information Technology,Data Processing & Outsourced Services,"Global Payments, Inc.",162.41,0.001391982182628,48512.68992,68.85,0.0953874851619468,1.41322995133344
GPS,Consumer Discretionary,Apparel Retail,"Gap, Inc.",7.94,0.123882503192848,2917.76337,8.6,1.05046567034871,1.57172120138848
GRMN,Consumer Discretionary,Consumer Electronics,Garmin Ltd.,79.725,0.028567848640521,15245.14658,15.57,0.445260321056126,0.901838810456318
GS,Financials,Investment Banking & Brokerage,"The Goldman Sachs Group, Inc.",176.03,0.025974025974025,61218.6883,9.46,0.247189562152054,1.30757707637779
GWW,Industrials,Industrial Machinery,"W.W. Grainger, Inc.",272.12,0.02151983860121,14311.218114,19.21,0.40671647060485,1.08555872005384
HAL,Energy,Oil & Gas Equipment & Services,Halliburton Co.,10.03,0.073770491803278,8562.23328,-3.83,-0.274977085242896,1.75187155599119
HAS,Consumer Discretionary,Leisure Products,"Hasbro, Inc.",69.03,0.039575149134293,9416.49111,20.93,0.824242424242424,1.12975411603548
HBAN,Financials,Regional Banks,"Huntington Bancshares, Inc.",8.44,0.068844807467911,8691.8654,8.49,0.594518339379282,1.23319605407014
HBI,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Hanesbrands, Inc.",9.51,0.062630480167014,3334.1753,6.69,0.421911257998734,1.0221064592556
HCA,Health Care,Health Care Facilities,"HCA Healthcare, Inc.",103.61,0.015544535571237,35491.85934,N/A,N/A,1.16056890789296
HD,Consumer Discretionary,Home Improvement Retail,"The Home Depot, Inc.",221.84,0.024889051562428,234770.4084,21.55,0.528504255236467,1.158876237532
HES,Energy,Integrated Oil & Gas,Hess Corp.,46.29,0.022583559168925,13600.33632,-33.94,-0.733137829912023,1.40431714474397
HFC,Energy,Oil & Gas Refining & Marketing,HollyFrontier Corp.,32.53,0.04419525065963,4908.32288,7.05,0.290496011099549,1.20751512426121
HIG,Financials,Property & Casualty Insurance,"The Hartford Financial Services Group, Inc.",35.39,0.034323339871112,12779.69675,7.48,0.25881557541569,1.18437556264345
HII,Industrials,Aerospace & Defense,"Huntington Ingalls Industries, Inc.",179.98,0.019443097969515,7561.22508,13.52,0.271232794373986,0.872452387409431
HLT,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Hilton Worldwide Holdings, Inc.",71.41,0.008329862557267,19964.05089,23.26,0.195446105736343,0.88168770563955
HOG,Consumer Discretionary,Motorcycle Manufacturers,"Harley-Davidson, Inc.",20.31,0.073810691515448,3122.42265,8.72,0.646200085873765,1.59571143047955
HOLX,Health Care,Health Care Equipment,"Hologic, Inc.",49.945,N/A,12755.3764,21.67,N/A,0.985951462073395
HON,Industrials,Industrial Conglomerates,"Honeywell International, Inc.",135.2,0.025063752276867,96328.638,15.35,0.390452084492015,1.07339618682248
HP,Energy,Oil & Gas Drilling,"Helmerich & Payne, Inc.",18.05,0.168947055324211,1853.60508,-3.88,-0.610660760745694,1.7866719377132
HPE,Information Technology,"Technology Hardware, Storage & Peripherals",Hewlett-Packard Enterprise Co.,9.38,0.048259493670886,12213.4632,10.31,0.503078953155927,1.13781921919514
HPQ,Information Technology,"Technology Hardware, Storage & Peripherals","HP, Inc.",14.9,0.044649898028552,21031.7696,7.34,0.323674354425389,1.12231284256135
HRB,Consumer Discretionary,Specialized Consumer Services,"H&R Block, Inc.",16.5,0.064757160647571,3091.1485,8.4,0.529181295476518,1.13191862230082
HRL,Consumer Staples,Packaged Foods & Meats,Hormel Foods Corp.,46.46,0.018508583690987,25060.3616,25.31,0.469873610808455,0.488410446005165
HSIC,Health Care,Health Care Distributors,"Henry Schein, Inc.",52.57,N/A,7444.7254,15.24,N/A,0.8157332015835
HST,Real Estate,Hotel & Resort REITs,"Host Hotels & Resorts, Inc.",11.11,0.069930069930069,8075.29008,8.84,0.636435958631663,1.08567402233894
HSY,Consumer Staples,Packaged Foods & Meats,The Hershey Co.,131.25,0.022944016900558,27569.615844,24.62,0.57043706621647,0.783800174707541
HUM,Health Care,Managed Health Care,"Humana, Inc.",377.84,0.006111648398882,49212.36144,19.3,0.116232137291868,1.20174763216511
HWM,Industrials,Aerospace & Defense,"Howmet Aerospace, Inc.",11.95,0.00956937799043,5468.73162,11.38,0.114263949723862,1.30912222568931
IBM,Information Technology,IT Consulting & Other Services,International Business Machines Corp.,121.68,0.053171412160498,108207.39804,11.97,0.637418847137517,1.02418306628108
ICE,Financials,Financial Exchanges & Data,"Intercontinental Exchange, Inc.",89.67,0.012687492951392,48522.17474,23.79,0.298440152801358,0.868647178550724
IDXX,Health Care,Health Care Equipment,"IDEXX Laboratories, Inc.",272.99,N/A,22995.60975,53.85,N/A,0.854226677942889
IEX,Industrials,Industrial Machinery,IDEX Corp.,150.63,0.013219644391565,11406.040551,27.31,0.362667053511524,0.92122236323832
IFF,Materials,Specialty Chemicals,"International Flavors & Fragrances, Inc.",127.9,0.023375187554292,13524.33726,31.63,0.73196666584238,0.924599710802685
ILMN,Health Care,Life Sciences Tools & Services,"Illumina, Inc.",308.08,N/A,44907.46632,48.09,N/A,0.890224863296343
INCY,Health Care,Biotechnology,Incyte Corp.,101.13,N/A,21109.4296,48.52,N/A,0.681739323049385
INFO,Industrials,Research & Consulting Services,IHS Markit Ltd.,65.13,0.002603369065849,26049.2148,29.47,0.0769335203873829,1.07761543191699
